id,speed
0,47.877792721726365
1,47.91133756939109
2,39.443843564049516
3,31.060535281005773
4,41.33551359919597
5,26.364269209086718
6,19.45234075841854
7,50.09048194027344
8,48.34951996995539
9,31.866743508548602
10,30.259092220733763
11,23.553779186815568
12,24.64781679444908
13,26.24179735335167
14,29.69581617398895
15,41.18402147862791
16,44.20984686542694
17,50.38276564886389
18,48.22267804499155
19,49.204191497367276
20,46.6117010925044
21,44.04186209846458
22,18.496670164502316
23,27.868029341521442
24,25.495502503913592
25,18.89692241708309
26,20.15960716150175
27,20.862503703280805
28,16.69344749083662
29,11.377543563589038
30,25.505360988002213
31,49.429731247870826
32,49.600865872661565
33,28.736181643108587
34,27.792573412358287
35,25.47204003334745
36,20.68444309867196
37,19.62506300485612
38,45.863898217755
39,40.148200456023524
40,46.337327800379356
41,48.16295647438681
42,49.40237047694264
43,44.51077529137401
44,21.040858931012764
45,18.071636617195466
46,17.66591379281938
47,10.839286144183427
48,45.29539801063723
49,48.04027720270391
50,48.48702031143121
51,23.579236102966814
52,22.17045853224385
53,20.055783492596188
54,16.125011830086645
55,18.159342897131538
56,15.43088441807573
57,15.824186695477094
58,26.736342641252786
59,33.96606944641274
60,44.37093648743397
61,40.230038850823554
62,41.096473149496816
63,41.56478515526441
64,45.89095559912815
65,48.62466247854237
66,48.032250413247944
67,46.21480716094306
68,43.07469643132779
69,27.015769056326054
70,22.99565193816201
71,17.831498448526816
72,14.499262078252995
73,14.47797328873431
74,11.28177558034784
75,5.689821342530128
76,41.15566639346561
77,37.82501676669157
78,42.818985491684884
79,47.67369187667046
80,13.508893790942068
81,16.481013055727608
82,21.831002792635424
83,14.997308157288597
84,15.83769660246372
85,11.95434786082624
86,19.664424338873552
87,35.061056450578164
88,44.72367098241661
89,40.57841990570439
90,48.51281860180785
91,47.85548761546825
92,46.64717825379067
93,45.90585264265328
94,26.16485617372871
95,14.284760780553649
96,20.56316383375214
97,10.044312887945726
98,8.50473324049995
99,19.129133183354135
100,40.649798205157026
101,47.44943503073531
102,15.000208887156798
103,17.225609878895536
104,14.826387960547928
105,43.27819939235248
106,34.30416855844435
107,48.63521203746399
108,42.42620673191064
109,15.032324983877338
110,9.634958493952277
111,9.187004106914108
112,20.893130414607032
113,35.18252020112107
114,38.42396610739351
115,48.96221994617989
116,49.00938527190499
117,40.358658597627866
118,28.152157610684107
119,24.942488153584286
120,20.951910049400073
121,17.46096378855646
122,31.610968370666225
123,47.51290327532443
124,47.25130862928859
125,42.23018330699211
126,41.675153953047904
127,38.45346076533265
128,42.05598818661217
129,35.49610652413366
130,49.110191786770876
131,47.36121869863492
132,46.55851047973336
133,29.273005945920968
134,24.265119306760127
135,24.10179930812783
136,38.85368730006448
137,47.37774860821666
138,50.232048926520314
139,48.00538754732114
140,47.38787076456285
141,44.794923383317574
142,26.647063643170295
143,15.156326247604508
144,19.351584429399644
145,17.455671080413286
146,19.092274602544475
147,49.16326935502598
148,50.32500575351228
149,47.62116371059999
150,47.53454181104545
151,15.843441768952884
152,15.151672458181595
153,16.244355178950368
154,7.944832075836746
155,19.41283876274199
156,36.34272759447947
157,45.25194258945178
158,42.13313863768445
159,48.20503012878908
160,49.23489793637289
161,50.12561283850672
162,48.368142252406244
163,47.43244025107739
164,44.43355921255399
165,25.876894293145504
166,14.359470674773005
167,18.393896898965334
168,17.59529946676782
169,18.64719972764336
170,11.369070919582576
171,10.866084698009198
172,46.639745099463504
173,47.84831834905845
174,43.60640968206558
175,25.168099334920218
176,19.69053014028182
177,16.51511743949895
178,17.245407674105675
179,9.855882506787859
180,46.38259704385217
181,48.61959614793332
182,49.16056271349678
183,48.60044510147403
184,38.374552312742864
185,20.438318749201244
186,19.067674565298073
187,40.44520858710563
188,33.517373103708444
189,48.47876245253423
190,42.63275783925784
191,43.24986534622268
192,38.50146067411553
193,38.9586880294024
194,38.255395011611604
195,38.49887091153273
196,37.828152467113064
197,44.497638580789484
198,38.62640053720278
199,48.056490003764694
200,46.71292379033218
201,24.394601753197662
202,24.27838377812855
203,19.569455256473677
204,16.747288024674617
205,19.58004045629051
206,39.41059342507239
207,41.148463767842024
208,48.5579672218605
209,48.62353352538777
210,47.261107512506356
211,47.375047988697226
212,25.530502306407147
213,12.658725161076235
214,20.307679340339877
215,22.060342275270813
216,17.87141601232942
217,23.538522557354863
218,45.09933241899166
219,48.23543378497083
220,47.494473486513506
221,45.78583587585907
222,27.012147427802926
223,17.608881809983814
224,11.947088302212675
225,24.810167152341883
226,51.22582142199386
227,48.4279063654654
228,16.844181436119193
229,24.51751562114986
230,19.361261592566795
231,19.104103321867726
232,45.83988573378936
233,48.46698555226147
234,47.15630373380824
235,19.012006890389166
236,24.9703124950285
237,20.37154542436803
238,23.17106774460185
239,43.045692227238625
240,34.52657393212617
241,40.12237746836724
242,48.98311318271676
243,49.388927415384885
244,49.06423601671056
245,49.03232572567378
246,28.077034767961567
247,22.356933331611998
248,21.589943014000415
249,22.548916143934182
250,20.699889934841163
251,32.32968884472732
252,43.46390873675411
253,31.558543390226742
254,36.84252667113708
255,47.58223998719737
256,47.15567132077767
257,46.0425153198342
258,42.44066219381119
259,39.97367040687879
260,38.478966935984786
261,36.5020872444634
262,40.26637213726657
263,42.306979347718205
264,32.34935928024434
265,42.24007265837309
266,48.59762224453993
267,45.68787076915106
268,18.65678614877808
269,20.604542773261386
270,17.02475265051006
271,16.556312044418757
272,18.221496577798437
273,14.619652131077087
274,47.05858112080572
275,47.8801915657739
276,48.502119480176795
277,47.8622703133468
278,26.67098987313287
279,12.947763493978409
280,15.615411308269424
281,24.457944852286417
282,19.11730794211444
283,18.307073938381375
284,13.776785786513615
285,12.672626421997572
286,47.52149737422345
287,47.1619094585358
288,10.40355672883999
289,14.148471580217103
290,16.6245736372388
291,11.399443504807266
292,10.750143467117814
293,26.135021907076215
294,45.71020965378819
295,48.855824820926905
296,48.5383070047579
297,34.236184563681626
298,21.96476315932527
299,32.77232478121986
300,22.388965530793286
301,19.964816970940262
302,24.187891676743018
303,41.767402619659336
304,39.26884652964673
305,50.27563211546362
306,49.02092459253126
307,49.61959510115226
308,45.93345524125472
309,30.467270249312442
310,18.92156284420018
311,7.472345837742055
312,41.531973778047735
313,33.437994735962526
314,35.766828691135544
315,49.21117175537389
316,47.84153934912271
317,37.6770904946387
318,32.502699604591974
319,32.01827334189764
320,43.72463595251481
321,46.042366316412014
322,45.41696176348725
323,45.4720583273051
324,45.79658215883134
325,44.87378993285281
326,46.57316795415672
327,39.70119185469795
328,40.403762161391796
329,36.59275291446754
330,34.61884477022812
331,39.224647851791715
332,40.81593290458124
333,34.493290568853325
334,33.59325773338826
335,40.26338464814003
336,46.81097984507214
337,46.54157719233452
338,15.574498817274046
339,19.736745942217738
340,20.152919185681327
341,24.11646181271872
342,44.23472813164624
343,43.754566591652804
344,49.19014937309116
345,48.48243281511547
346,47.765469756374074
347,16.663917395197103
348,37.13221582272306
349,50.11384094256993
350,49.379680155916716
351,48.55391421057564
352,30.718957746542113
353,15.815298583562681
354,24.84348852439265
355,17.87109220958188
356,16.421644581081996
357,21.317845583096208
358,36.23668434366371
359,43.924637418689564
360,44.874975592212884
361,50.16716525442988
362,16.401131876630487
363,23.766969503398673
364,17.74682404265902
365,15.078979621381668
366,10.913381093555598
367,22.625053315708683
368,41.59274593003794
369,50.12610872518254
370,49.061641371281034
371,48.70169483202869
372,48.087932369254595
373,16.75021592241384
374,17.795711368279918
375,8.898517643602354
376,21.88651071815524
377,31.791849165619503
378,35.08613313230967
379,48.69371447996115
380,30.48847378586919
381,17.461060191073326
382,15.993464408158724
383,27.764197194306554
384,48.06249912121391
385,47.91945102648281
386,46.697273975632946
387,44.64841375431634
388,42.18134603279405
389,38.70288432537683
390,35.15609333430497
391,32.15764034665996
392,49.03655057929745
393,49.70973629170795
394,47.99115101685652
395,18.581980159104322
396,18.99161267781591
397,26.398265517503983
398,23.758172786421365
399,14.957353923784185
400,11.502161168114977
401,33.83440796974876
402,37.28647432473632
403,49.131534367302486
404,47.602272787669065
405,45.57573725643511
406,31.6374144602812
407,17.54057857177213
408,20.129056467997344
409,18.120726476450862
410,16.80998597832668
411,9.038997172482638
412,41.639444312716314
413,36.12252747870854
414,44.39855734145625
415,49.34633137637781
416,48.430094651065104
417,48.06983987788593
418,47.727180847333884
419,32.154833869257644
420,16.7863216590281
421,8.863774489286786
422,42.88448268857617
423,38.306025009385664
424,49.131066021119096
425,49.36184288557629
426,48.17082574486412
427,39.421601332762044
428,30.791724993263042
429,41.88851384896143
430,39.87927591715826
431,48.14487256890985
432,46.84423671348855
433,46.47712969651488
434,24.789326981720748
435,34.5404467769986
436,28.36250429699914
437,23.090587425027163
438,47.38206299585734
439,47.76689795392358
440,48.390905583158485
